name,aggmiv,max20aggmiv,kalaggmiv,aggoev,max30aggoev,kalaggoev,kernmiv,max30miv,kalkernmiv,kernoev,max40oev,kalkernoev,lat,lon,x,y
Waltensburg/Vuorz GR,33,1.65,1,62,2.07,1,93,3.1,1,143,3.575,1,46.812129974365234,9.075117111206055,185854.78125,724892.125
Almens GR,18,0.9,0.9,60,2,1,78,2.6,1,143,3.575,1,46.737998962402344,9.45559310913086,178292.5,754135.125
Feldis/Veulden GR,24,1.2,1,78,2.6,1,84,2.8,1,179,4.475,1,46.793975830078125,9.432607650756836,184468.5,752220.8125
Fürstenau GR,17,0.85,0.85,54,1.8,1,77,2.57,1,136,3.4,1,46.72002029418945,9.448272705078125,176280.125,753627
Paspels GR,15,0.75,0.75,58,1.93,1,76,2.53,1,153,3.825,1,46.74952697753906,9.442291259765625,179547.796875,753086.125
Pratval GR,16,0.8,0.8,57,1.9,1,77,2.57,1,140,3.5,1,46.731719970703125,9.445733070373535,177575.5,753399.625
Rodels GR,16,0.8,0.8,60,2,1,76,2.53,1,147,3.675,1,46.73527526855469,9.444703102111816,177968.703125,753310.8125
Rothenbrunnen GR,14,0.7,0.7,33,1.1,1,75,2.5,1,130,3.25,1,46.77833938598633,9.421234130859375,182708.71875,751396.6875
Scharans GR,18,0.9,0.9,49,1.63,1,79,2.63,1,132,3.3,1,46.716407775878906,9.477025032043457,175935.390625,755834.9375
Scheid GR,20,1,1,77,2.57,1,80,2.67,1,177,4.425,1,46.777610778808594,9.44904899597168,182681.703125,753522.3125
Sils im Domleschg GR,19,0.95,0.95,44,1.47,1,78,2.6,1,127,3.175,1,46.69051742553711,9.471715927124023,173047.65625,755503.6875
Trans GR,21,1.05,1,89,2.97,1,82,2.73,1,177,4.425,1,46.76490783691406,9.459939002990723,181291.359375,754390.0625
Tumegl/Tomils GR,15,0.75,0.75,55,1.83,1,76,2.53,1,153,3.825,1,46.76237487792969,9.440860748291016,180972.484375,752940.375
Safien GR,33,1.65,1,72,2.4,1,93,3.1,1,151,3.775,1,46.6916389465332,9.304450035095215,172854.65625,742709.6875
Tenna GR,25,1.25,1,61,2.03,1,85,2.83,1,143,3.575,1,46.746578216552734,9.33867359161377,179023.09375,745178.875
Cazis GR,18,0.9,0.9,39,1.3,1,78,2.6,1,132,3.3,1,46.73787307739258,9.40395736694336,178178.59375,750190.3125
Flerden GR,24,1.2,1,52,1.73,1,84,2.8,1,136,3.4,1,46.70222854614258,9.400398254394531,174210.21875,750017.4375
Masein GR,23,1.15,1,46,1.53,1,82,2.73,1,130,3.25,1,46.695735931396484,9.423946380615234,173534.125,751836.0625
Portein GR,22,1.1,1,56,1.87,1,83,2.77,1,147,3.675,1,46.712867736816406,9.405898094177246,175403,750408.3125
Präz GR,23,1.15,1,63,2.1,1,83,2.77,1,154,3.85,1,46.742408752441406,9.405412673950195,178685.296875,750288.875
Sarn GR,22,1.1,1,56,1.87,1,82,2.73,1,147,3.675,1,46.71997833251953,9.409937858581543,176201.34375,750697.25
Tartar GR,19,0.95,0.95,50,1.67,1,80,2.67,1,142,3.55,1,46.71862030029297,9.417984962463379,176065.75,751316.0625
Thusis GR,20,1,1,31,1.03,1,79,2.63,1,114,2.85,1,46.69017028808594,9.436203956604004,172939.578125,752789.0625
Tschappina GR,29,1.45,1,60,2,1,88,2.93,1,144,3.6,1,46.672119140625,9.361005783081055,170789.796875,747087.75
Urmein GR,27,1.35,1,54,1.8,1,87,2.9,1,138,3.45,1,46.681976318359375,9.403675079345703,171966.03125,750324.375
Avers GR,43,2.15,1,106,3.53,1,82,2.73,1,192,4.8,1,46.44443893432617,9.532903671264648,145825.234375,760912.9375
Hinterrhein GR,40,2,1,80,2.67,1,56,1.87,1,106,2.65,1,46.515010833740234,9.155441284179688,152963.984375,731744.0625
Medels im Rheinwald GR,35,1.75,1,65,2.17,1,60,2,1,98,2.45,1,,,,
Nufenen GR,38,1.9,1,68,2.27,1,57,1.9,1,93,2.325,1,46.54021072387695,9.246939659118652,155922.40625,738699.6875
Splügen GR,35,1.75,1,58,1.93,1,61,2.03,1,100,2.5,1,46.541419982910156,9.321784973144531,156191.875,744436.125
Sufers GR,32,1.6,1,56,1.87,1,63,2.1,1,105,2.625,1,46.550926208496094,9.387463569641113,157371.234375,749446.3125
Andeer GR,27,1.35,1,52,1.73,1,70,2.33,1,136,3.4,1,46.582359313964844,9.437023162841797,160959.90625,753157
Ausserferrera GR,31,1.55,1,76,2.53,1,70,2.33,1,159,3.975,1,46.55758285522461,9.439469337463379,158211.359375,753414.6875
Casti-Wergenstein GR,30,1.5,1,98,3.27,1,79,2.63,1,187,4.675,1,46.6156005859375,9.351258277893066,164490.09375,746495.25
Clugin GR,26,1.3,1,46,1.53,1,70,2.33,1,116,2.9,1,46.616580963134766,9.425663948059082,164740.75,752190.3125
Donath GR,25,1.25,1,63,2.1,1,74,2.47,1,158,3.95,1,46.6326789855957,9.428142547607422,166534.8125,752334.75
Innerferrera GR,34,1.7,1,83,2.77,1,74,2.47,1,166,4.15,1,46.52092742919922,9.443137168884277,154145.203125,753799.9375
Lohn GR,31,1.55,1,77,2.57,1,80,2.67,1,173,4.325,1,46.6552734375,9.419452667236328,169028.59375,751606.0625
Mathon GR,30,1.5,1,82,2.73,1,78,2.6,1,179,4.475,1,46.640933990478516,9.382384300231934,167364.046875,748809.0625
Patzen-Fardün GR,27,1.35,1,71,2.37,1,75,2.5,1,167,4.175,1,,,,
Pignia GR,26,1.3,1,46,1.53,1,70,2.33,1,116,2.9,1,46.61223602294922,9.437788963317871,164281.40625,753131.0625
Rongellen GR,23,1.15,1,40,1.33,1,77,2.57,1,122,3.05,1,46.673240661621094,9.438993453979492,171063.28125,753050.4375
Zillis-Reischen GR,23,1.15,1,43,1.43,1,72,2.4,1,119,2.975,1,46.6485481262207,9.467265129089355,168375.078125,755284
Bonaduz GR,10,0.5,0.5,17,0.57,0.57,70,2.33,1,109,2.725,1,46.80268859863281,9.352861404418945,185285.21875,746110.5625
Domat/Ems GR,7,0.35,0.35,7,0.23,0.23,68,2.27,1,93,2.325,1,46.81977844238281,9.450757026672363,187371.265625,753532.5
Rhäzüns GR,11,0.55,0.55,20,0.67,0.67,71,2.37,1,111,2.775,1,46.784934997558594,9.396594047546387,183394.578125,749497.1875
Felsberg GR,6,0.3,0.3,5,0.17,0.17,68,2.27,1,95,2.375,1,46.860939025878906,9.470614433288574,191984.515625,754928.8125
Flims GR,17,0.85,0.85,34,1.13,1,78,2.6,1,119,2.975,1,46.861358642578125,9.276403427124023,191666.046875,740122.9375
Tamins GR,8,0.4,0.4,12,0.4,0.4,69,2.3,1,94,2.35,1,46.85973358154297,9.410577774047852,191733.75,750355.625
Trin GR,13,0.65,0.65,29,0.97,0.97,73,2.43,1,115,2.875,1,46.85485076904297,9.35006332397461,191077.03125,745755.75
Ardez GR,37,1.85,1,65,2.17,1,124,4.13,1,152,3.8,1,46.773521423339844,10.201016426086426,183974.296875,810940.625
Guarda GR,36,1.8,1,83,2.77,1,123,4.1,1,175,4.375,1,46.77547073364258,10.153129577636719,184063.09375,807277.875
Lavin GR,32,1.6,1,57,1.9,1,118,3.93,1,144,3.6,1,46.76958465576172,10.11087417602539,183298.59375,804074.8125
Susch GR,29,1.45,1,56,1.87,1,115,3.83,1,143,3.575,1,46.74908447265625,10.078144073486328,180936,801652.875
Tarasp GR,51,2.55,1,96,3.2,1,137,4.57,1,183,4.575,1,46.7757682800293,10.258406639099121,184379.90625,815312.1875
Zernez GR,30,1.5,1,47,1.57,1,124,4.13,1,151,3.775,1,46.728485107421875,10.04544448852539,178564.015625,799231.6875
Ramosch GR,52,2.6,1,103,3.43,1,139,4.63,1,190,4.75,1,46.834007263183594,10.382231712341309,191196.90625,824520
Samnaun GR,75,3.75,1,159,5.3,1,161,5.37,1,247,6.175,1,46.94974136352539,10.357035636901855,203982.4375,822120.5
Tschlin GR,58,2.9,1,113,3.77,1,144,4.8,1,200,5,1,46.86990737915039,10.425384521484375,195309.40625,827657.875
Ftan GR,43,2.15,1,100,3.33,1,130,4.33,1,187,4.675,1,46.792842864990234,10.2472562789917,186246.203125,814393.1875
Scuol GR,48,2.4,1,75,2.5,1,134,4.47,1,162,4.05,1,46.79059600830078,10.272567749023438,186066.046875,816333.5
Sent GR,48,2.4,1,102,3.4,1,135,4.5,1,189,4.725,1,46.74273681640625,8.853575706481934,177812.90625,708125.6875
Bondo GR,29,1.45,1,70,2.33,1,73,2.43,1,290,7.25,1,46.33463668823242,9.554500579833984,133668.09375,762901.125
Castasegna GR,31,1.55,1,75,2.5,1,70,2.33,1,296,7.4,1,46.333770751953125,9.516288757324219,133493,759962.375
Soglio GR,31,1.55,1,88,2.93,1,75,2.5,1,309,7.725,1,46.342063903808594,9.539857864379883,134463.09375,761751.875
Stampa GR,21,1.05,1,48,1.6,1,83,2.77,1,267,6.675,1,46.34343719482422,9.590638160705566,134721.796875,765655.8125
Vicosoprano GR,25,1.25,1,50,1.67,1,80,2.67,1,270,6.75,1,46.35111999511719,9.620790481567383,135639.484375,767952.5
Bever GR,9,0.45,0.45,15,0.5,0.5,106,3.53,1,185,4.625,1,46.55363464355469,9.866104125976562,158695.96875,786131.125
Celerina/Schlarigna GR,4,0.2,0.2,4,0.13,0.13,101,3.37,1,198,4.95,1,46.5023193359375,9.86906909942627,153001.40625,786535.125
Madulain GR,14,0.7,0.7,21,0.7,0.7,110,3.67,1,177,4.425,1,46.49980926513672,9.99695873260498,153034.546875,796356.3125
Pontresina GR,8,0.4,0.4,17,0.57,0.57,105,3.5,1,202,5.05,1,46.437721252441406,9.972404479980469,146074.96875,794695.3125
La Punt-Chamues-ch GR,12,0.6,0.6,20,0.67,0.67,109,3.63,1,179,4.475,1,46.538719177246094,9.959856033325195,157265.46875,793370.625
Samedan GR,7,0.35,0.35,8,0.27,0.27,104,3.47,1,189,4.725,1,46.535133361816406,9.8461332321167,156593.09375,784663.4375
St. Moritz GR,0,0,0,0,0,0,99,3.3,1,203,5.075,1,46.485538482666016,9.83351993560791,151052.59375,783864.5625
S-chanf GR,17,0.85,0.85,29,0.97,0.97,114,3.8,1,170,4.25,1,46.61921691894531,10.029427528381348,166383.234375,798409.125
Sils im Engadin/Segl GR,9,0.45,0.45,18,0.6,0.6,91,3.03,1,237,5.925,1,46.40028381347656,9.787763595581055,141473.65625,780636.5
Silvaplana GR,6,0.3,0.3,10,0.33,0.33,94,3.13,1,227,5.675,1,46.45978546142578,9.799776077270508,148112.84375,781360.875
Zuoz GR,14,0.7,0.7,24,0.8,0.8,111,3.7,1,173,4.325,1,46.61164474487305,9.88664722442627,165190.34375,787504.5625
Arvigo GR,19,0.95,0.95,57,1.9,1,36,1.2,1,90,2.25,1,46.30222702026367,9.113297462463379,129245.3984375,729015.375
Braggio GR,22,1.1,1,61,2.03,1,38,1.27,1,89,2.225,1,46.303531646728516,9.12189769744873,129404.3984375,729674.8125
Buseno GR,17,0.85,0.85,44,1.47,1,34,1.13,1,81,2.025,1,46.27383804321289,9.098353385925293,126065.6875,727931.125
Castaneda GR,17,0.85,0.85,45,1.5,1,33,1.1,1,77,1.925,1,46.26337814331055,9.119291305541992,124937.296875,729569.6875
Cauco GR,23,1.15,1,70,2.33,1,39,1.3,1,100,2.5,1,46.33511734008789,9.121308326721191,132914,729554.125
Rossa GR,25,1.25,1,76,2.53,1,41,1.37,1,106,2.65,1,46.3955078125,9.126839637756348,139634.78125,729835.4375
Santa Maria in Calanca GR,18,0.9,0.9,59,1.97,1,35,1.17,1,86,2.15,1,46.28740692138672,9.151490211486816,127661.78125,731993.3125
Selma GR,21,1.05,1,61,2.03,1,37,1.23,1,94,2.35,1,46.31929016113281,9.12151050567627,131155.296875,729607.375
Lostallo GR,16,0.8,0.8,41,1.37,1,32,1.07,1,72,1.8,1,46.303409576416016,9.225577354431152,129567.3359375,737661
Mesocco GR,24,1.2,1,70,2.33,1,40,1.33,1,98,2.45,1,46.442623138427734,9.193058013916016,144982.59375,734810.1875
Soazza GR,22,1.1,1,55,1.83,1,38,1.27,1,81,2.025,1,46.35010528564453,9.229394912719727,134763.84375,737836.5625
Cama GR,16,0.8,0.8,35,1.17,1,32,1.07,1,66,1.65,1,46.260475158691406,9.203472137451172,124757.359375,736065.75
Grono GR,12,0.6,0.6,30,1,1,28,0.93,0.93,60,1.5,1,46.23262023925781,9.183313369750977,121626.9609375,734580.625
Leggia GR,14,0.7,0.7,34,1.13,1,30,1,1,64,1.6,1,46.24982452392578,9.18778133392334,123546.4296875,734882.625
Roveredo GR,11,0.55,0.55,25,0.83,0.83,28,0.93,0.93,55,1.375,1,46.21043014526367,9.12648868560791,119064.8671875,730251.0625
San Vittore GR,11,0.55,0.55,21,0.7,0.7,28,0.93,0.93,51,1.275,1,46.260196685791016,9.091312408447266,124538.25,727420.375
Verdabbio GR,16,0.8,0.8,46,1.53,1,32,1.07,1,77,1.925,1,46.26443099975586,9.234221458435059,125250.7578125,738426
Fuldera GR,57,2.85,1,128,4.27,1,151,5.03,1,216,5.4,1,46.60886001586914,10.371461868286133,166154.609375,824634.4375
Lü GR,61,3.05,1,144,4.8,1,155,5.17,1,235,5.875,1,46.541419982910156,9.321784973144531,156191.875,744436.125
Müstair GR,65,3.25,1,144,4.8,1,156,5.2,1,231,5.775,1,46.61050033569336,10.370820999145508,166335.265625,824578.625
Santa Maria Val Müstair GR,59,2.95,1,138,4.6,1,151,5.03,1,226,5.65,1,46.60200119018555,10.424966812133789,165547.578125,828759.6875
Tschierv GR,58,2.9,1,122,4.07,1,153,5.1,1,210,5.25,1,46.62456130981445,10.339868545532227,167808.796875,822151.1875
Valchava GR,60,3,1,134,4.47,1,155,5.17,1,222,5.55,1,46.601234436035156,10.40407657623291,165401.40625,827163.375
Davos GR,0,0,0,0,0,0,95,3.17,1,141,3.525,1,46.763973236083984,9.849101066589355,182027.265625,784109.375
Fideris GR,26,1.3,1,59,1.97,1,72,2.4,1,110,2.75,1,46.88750457763672,9.747724533081055,195521.296875,775964.4375
Furna GR,31,1.55,1,65,2.17,1,77,2.57,1,120,3,1,46.91107177734375,9.66691780090332,197961.96875,769733.875
Jenaz GR,27,1.35,1,44,1.47,1,73,2.43,1,93,2.325,1,46.907997131347656,9.699349403381348,197691,772213.4375
Klosters-Serneus GR,16,0.8,0.8,27,0.9,0.9,85,2.83,1,112,2.8,1,46.841670989990234,9.98023509979248,190976.484375,793842.125
Conters im Prättigau GR,26,1.3,1,62,2.07,1,77,2.57,1,117,2.925,1,46.88248062133789,9.789467811584473,195057.34375,779161.3125
Küblis GR,22,1.1,1,45,1.5,1,73,2.43,1,96,2.4,1,46.92456817626953,9.793049812316895,199742.234375,779293.875
Saas GR,20,1,1,49,1.63,1,76,2.53,1,107,2.675,1,46.91007995605469,9.843432426452637,198248.765625,783178.75
Luzein GR,28,1.4,1,67,2.23,1,75,2.5,1,111,2.775,1,46.946266174316406,9.760488510131836,202079.46875,776743.5625
St. Antönien Ascharina GR,38,1.9,1,85,2.83,1,86,2.87,1,133,3.325,1,,,,
St. Antönien GR,34,1.7,1,92,3.07,1,82,2.73,1,139,3.475,1,46.976985931396484,9.829508781433105,205651.140625,781891.8125
Chur GR,0,0,0,0,0,0,66,2.2,1,79,1.975,1,46.85297393798828,9.529809951782227,191218.015625,759464.6875
Churwalden GR,11,0.55,0.55,32,1.07,1,76,2.53,1,115,2.875,1,46.793025970458984,9.537535667419434,184572,760232
Malix GR,9,0.45,0.45,17,0.57,0.57,74,2.47,1,99,2.475,1,46.81202697753906,9.532167434692383,186672.59375,759765.875
Parpan GR,14,0.7,0.7,31,1.03,1,79,2.63,1,113,2.825,1,46.75968933105469,9.55734920501709,180907.953125,761844.3125
Praden GR,9,0.45,0.45,22,0.73,0.73,74,2.47,1,110,2.75,1,46.796119689941406,9.607333183288574,185060.75,765549.5625
Tschiertschen GR,10,0.5,0.5,28,0.93,0.93,74,2.47,1,115,2.875,1,46.796119689941406,9.607333183288574,185060.75,765549.5625
Arosa GR,25,1.25,1,62,2.07,1,90,3,1,154,3.85,1,46.8006591796875,9.697603225708008,185759.609375,772424.0625
Calfreisen GR,9,0.45,0.45,20,0.67,0.67,74,2.47,1,112,2.8,1,46.84134292602539,9.595245361328125,190060.59375,764488.875
Castiel GR,9,0.45,0.45,25,0.83,0.83,74,2.47,1,114,2.85,1,46.83982849121094,9.604020118713379,189910.6875,765162.625
Langwies GR,20,1,1,44,1.47,1,85,2.83,1,136,3.4,1,46.82095718383789,9.71258544921875,188048,773501.875
Lüen GR,11,0.55,0.55,23,0.77,0.77,76,2.53,1,113,2.825,1,46.832550048828125,9.61157512664795,189118,765761.125
Maladers GR,6,0.3,0.3,15,0.5,0.5,71,2.37,1,109,2.725,1,46.84724044799805,9.57358455657959,190670.703125,762819.375
Molinis GR,14,0.7,0.7,33,1.1,1,79,2.63,1,123,3.075,1,46.8267707824707,9.654823303222656,188567.796875,769077.625
Pagig GR,13,0.65,0.65,27,0.9,0.9,78,2.6,1,120,3,1,46.836971282958984,9.636565208435059,189662.421875,767653.1875
Peist GR,16,0.8,0.8,37,1.23,1,81,2.7,1,128,3.2,1,46.833282470703125,9.674321174621582,189333.59375,770544.125
St. Peter GR,13,0.65,0.65,37,1.23,1,78,2.6,1,132,3.3,1,46.83329391479492,9.646240234375,189274.5,768402.5625
Haldenstein GR,5,0.25,0.25,5,0.17,0.17,64,2.13,1,90,2.25,1,46.87908935546875,9.498577117919922,194057.3125,757007.375
Igis GR,13,0.65,0.65,13,0.43,0.43,61,2.03,1,74,1.85,1,46.946685791015625,9.572794914245605,201720.484375,762458.375
Mastrils GR,13,0.65,0.65,13,0.43,0.43,58,1.93,1,73,1.825,1,46.96677017211914,9.54285717010498,203890.796875,760120.125
Says GR,13,0.65,0.65,37,1.23,1,69,2.3,1,128,3.2,1,46.9068603515625,9.582385063171387,197314.5,763309.1875
Trimmis GR,9,0.45,0.45,18,0.6,0.6,65,2.17,1,99,2.475,1,46.894004821777344,9.597110748291016,195916.765625,764470
Untervaz GR,10,0.5,0.5,18,0.6,0.6,62,2.07,1,99,2.475,1,46.92116928100586,9.517611503601074,198771.859375,758333.8125
Zizers GR,14,0.7,0.7,14,0.47,0.47,63,2.1,1,78,1.95,1,46.94377899169922,9.556100845336914,201362.71875,761196.625
Fläsch GR,15,0.75,0.75,24,0.8,0.8,55,1.83,1,93,2.325,1,47.03666687011719,9.518509864807129,211609.28125,758061.8125
Jenins GR,15,0.75,0.75,37,1.23,1,58,1.93,1,84,2.1,1,47.00778579711914,9.565594673156738,208495.59375,761726.25
Maienfeld GR,16,0.8,0.8,14,0.47,0.47,58,1.93,1,76,1.9,1,47.01707077026367,9.53746223449707,209469.609375,759560.125
Malans GR,14,0.7,0.7,24,0.8,0.8,59,1.97,1,76,1.9,1,46.99287033081055,9.58217716217041,206872.390625,763032.1875
Grüsch GR,18,0.9,0.9,27,0.9,0.9,64,2.13,1,79,1.975,1,46.9716796875,9.638397216796875,204635.859375,767373
Schiers GR,20,1,1,33,1.1,1,66,2.2,1,84,2.1,1,46.99250030517578,9.756075859069824,207207.25,776255.9375
Fanas GR,19,0.95,0.95,52,1.73,1,64,2.13,1,110,2.75,1,46.985374450683594,9.664750099182129,206214.359375,769334.375
Seewis im Prättigau GR,20,1,1,43,1.43,1,66,2.2,1,98,2.45,1,47.01804733276367,9.636777877807617,209785.3125,767105.4375
Valzeina GR,22,1.1,1,54,1.8,1,68,2.27,1,110,2.75,1,46.68181610107422,8.829668998718262,171009,706419.125
Breil/Brigels GR,40,2,1,52,1.73,1,99,3.3,1,134,3.35,1,46.784610748291016,9.035873413085938,182734.390625,721959.8125
Disentis/Mustér GR,50,2.5,1,76,2.53,1,82,2.73,1,159,3.975,1,46.74273681640625,8.853575706481934,177812.90625,708125.6875
Medel (Lucmagn) GR,55,2.75,1,98,3.27,1,78,2.6,1,178,4.45,1,,,,
Schlans GR,39,1.95,1,75,2.5,1,92,3.07,1,158,3.95,1,46.752906799316406,9.015735626220703,179179.296875,720493.25
Sumvitg GR,45,2.25,1,62,2.07,1,88,2.93,1,145,3.625,1,46.718074798583984,8.93419075012207,175185.828125,714337.6875
Tujetsch GR,57,2.85,1,100,3.33,1,85,2.83,1,170,4.25,1,46.658016204833984,8.734916687011719,168239.265625,699214.625
Trun GR,40,2,1,59,1.97,1,90,3,1,141,3.525,1,46.74380111694336,8.994614601135254,178134.96875,718899.8125
Aarau AG,0,0,0,0,0,0,28,0.93,0.93,26,0.65,0.65,47.39113998413086,8.04602336883545,249101.046875,645859.3125
Biberstein AG,8,0.4,0.4,21,0.7,0.7,30,1,1,51,1.275,1,47.419498443603516,8.082754135131836,252275.859375,648606.5625
Buchs AG,4,0.2,0.2,5,0.17,0.17,27,0.9,0.9,41,1.025,1,47.39310073852539,8.075596809387207,249336.8125,648090.3125
Densbüren AG,12,0.6,0.6,23,0.77,0.77,29,0.97,0.97,55,1.375,1,47.44928741455078,8.057990074157715,255572.6875,646711.8125
Erlinsbach AG,8,0.4,0.4,17,0.57,0.57,35,1.17,1,55,1.375,1,47.412567138671875,8.008896827697754,251462.28125,643038.9375
Gränichen AG,11,0.55,0.55,11,0.37,0.37,31,1.03,1,45,1.125,1,47.35430145263672,8.105652809143066,245041.828125,650396.0625
Hirschthal AG,15,0.75,0.75,19,0.63,0.63,34,1.13,1,52,1.3,1,47.31753921508789,8.067821502685547,240931.21875,647570.6875
Küttigen AG,9,0.45,0.45,23,0.77,0.77,34,1.13,1,63,1.575,1,47.418853759765625,8.046660423278809,252182.390625,645883.5625
Muhen AG,10,0.5,0.5,14,0.47,0.47,30,1,1,47,1.175,1,47.3340950012207,8.063218116760254,242769,647208
Oberentfelden AG,7,0.35,0.35,13,0.43,0.43,30,1,1,44,1.1,1,47.35409927368164,8.039583206176758,244979.0625,645404.5625
Rohr AG,4,0.2,0.2,13,0.43,0.43,27,0.9,0.9,46,1.15,1,47.42163848876953,8.300214767456055,252671.34375,665013.1875
Suhr AG,6,0.3,0.3,5,0.17,0.17,30,1,1,38,0.95,0.95,47.37466049194336,8.085857391357422,247293.03125,648881.875
Unterentfelden AG,6,0.3,0.3,6,0.2,0.2,33,1.1,1,39,0.975,0.98,47.36861801147461,8.04118824005127,246594.015625,645513.4375
Baden AG,0,0,0,0,0,0,20,0.67,0.67,16,0.4,0.4,47.4644660949707,8.289458274841309,257423.890625,664149.9375
Bellikon AG,13,0.65,0.65,13,0.43,0.43,18,0.6,0.6,36,0.9,0.9,47.39048767089844,8.349449157714844,249249.8125,668768.3125
Bergdietikon AG,15,0.75,0.75,19,0.63,0.63,15,0.5,0.5,19,0.475,0.48,47.387237548828125,8.37893295288086,248914.875,670998.5625
Birmenstorf AG,7,0.35,0.35,17,0.57,0.57,16,0.53,0.53,41,1.025,1,47.45171356201172,8.266793251037598,255987.65625,662456.0625
Ennetbaden AG,9,0.45,0.45,11,0.37,0.37,17,0.57,0.57,32,0.8,0.8,47.47980880737305,8.327666282653809,259161.59375,667011.25
Fislisbach AG,10,0.5,0.5,2,0.07,0.07,17,0.57,0.57,34,0.85,0.85,47.436363220214844,8.290563583374023,254300.40625,664267.1875
Freienwil AG,13,0.65,0.65,19,0.63,0.63,22,0.73,0.73,40,1,1,47.49839782714844,8.320510864257812,261222.28125,666448.6875
Gebenstorf AG,8,0.4,0.4,7,0.23,0.23,23,0.77,0.77,36,0.9,0.9,47.48626708984375,8.246007919311523,259813.09375,660849.1875
Killwangen AG,14,0.7,0.7,8,0.27,0.27,16,0.53,0.53,14,0.35,0.35,47.42748260498047,8.340868949890137,253355.640625,668073.25
Künten AG,11,0.55,0.55,17,0.57,0.57,20,0.67,0.67,41,1.025,1,47.388004302978516,8.327376365661621,248954.6875,667105
Mägenwil AG,11,0.55,0.55,6,0.2,0.2,22,0.73,0.73,21,0.525,0.53,47.414371490478516,8.231493949890137,251808.796875,659836.0625
Mellingen AG,10,0.5,0.5,11,0.37,0.37,20,0.67,0.67,45,1.125,1,47.42071533203125,8.276442527770996,252549.375,663220.5625
Neuenhof AG,11,0.55,0.55,6,0.2,0.2,15,0.5,0.5,16,0.4,0.4,47.44388961791992,8.323325157165527,255164.640625,666729.0625
Niederrohrdorf AG,11,0.55,0.55,6,0.2,0.2,19,0.63,0.63,38,0.95,0.95,47.42163848876953,8.300214767456055,252671.34375,665013.1875
Oberehrendingen AG,12,0.6,0.6,16,0.53,0.53,21,0.7,0.7,36,0.9,0.9,47.494842529296875,8.341819763183594,260845.203125,668058.8125
Oberrohrdorf AG,14,0.7,0.7,5,0.17,0.17,21,0.7,0.7,37,0.925,0.93,47.42691421508789,8.318111419677734,253272.71875,666357
Obersiggenthal AG,10,0.5,0.5,13,0.43,0.43,20,0.67,0.67,37,0.925,0.93,47.498626708984375,8.28984546661377,261222.328125,664137.9375
Remetschwil AG,12,0.6,0.6,8,0.27,0.27,24,0.8,0.8,40,1,1,47.40791320800781,8.334569931030273,251174.5625,667622.875
Spreitenbach AG,12,0.6,0.6,8,0.27,0.27,12,0.4,0.4,14,0.35,0.35,47.417911529541016,8.362899780273438,252310.75,669747.875
Stetten AG,8,0.4,0.4,19,0.63,0.63,22,0.73,0.73,50,1.25,1,47.398902893066406,8.309877395629883,250151.796875,665770.3125
Turgi AG,8,0.4,0.4,4,0.13,0.13,24,0.8,0.8,25,0.625,0.63,47.488101959228516,8.261205673217773,260028.953125,661992.375
Unterehrendingen AG,13,0.65,0.65,18,0.6,0.6,23,0.77,0.77,39,0.975,0.98,47.50127029418945,8.348777770996094,261565.703125,668574.8125
Untersiggenthal AG,9,0.45,0.45,14,0.47,0.47,23,0.77,0.77,33,0.825,0.83,47.503849029541016,8.256237983703613,261776.0625,661599.75
Wettingen AG,10,0.5,0.5,8,0.27,0.27,15,0.5,0.5,19,0.475,0.48,47.463382720947266,8.332378387451172,257339.5625,667387.25
Wohlenschwil AG,12,0.6,0.6,15,0.5,0.5,23,0.77,0.77,41,1.025,1,47.41621780395508,8.253023147583008,252030.625,661458.625
Würenlingen AG,11,0.55,0.55,10,0.33,0.33,29,0.97,0.97,31,0.775,0.78,47.53097915649414,8.24765682220459,264785.65625,660922.1875
Würenlos AG,11,0.55,0.55,9,0.3,0.3,11,0.37,0.37,18,0.45,0.45,47.44913864135742,8.36319637298584,255782.734375,669729.375
Arni AG,12,0.6,0.6,20,0.67,0.67,12,0.4,0.4,20,0.5,0.5,47.31543731689453,8.419594764709473,240970.328125,674168.4375
Berikon AG,13,0.65,0.65,23,0.77,0.77,16,0.53,0.53,25,0.625,0.63,47.35309600830078,8.386914253234863,245126.6875,671647.125
Bremgarten AG,9,0.45,0.45,13,0.43,0.43,19,0.63,0.63,29,0.725,0.73,47.34629440307617,8.333860397338867,244323.09375,667647.4375
Büttikon AG,5,0.25,0.25,16,0.53,0.53,25,0.83,0.83,58,1.45,1,47.32847213745117,8.268065452575684,242287.4375,662696.8125
Dottikon AG,8,0.4,0.4,14,0.47,0.47,23,0.77,0.77,36,0.9,0.9,47.38222122192383,8.239574432373047,248240.4375,660482.3125
